uid,title,genre,aired,episodes,ranked,score,link
21763,Ari to Hato (1953),['Kids'],"Aug, 1953",1,11561,6.43,https://myanimelist.net/anime/21763/Ari_to_Hato_1953
21761,Ari to Hato,['Kids'],18-Jul-18,1,11560,6.26,https://myanimelist.net/anime/21761/Ari_to_Hato
7633,Ari no Seikatsu,['Fantasy'],1994,1,11559,4.83,https://myanimelist.net/anime/7633/Ari_no_Seikatsu
39048,Aresuke,['Music'],"Jan 1, 2008 to Jun 1, 2018",6,11558,4.36,https://myanimelist.net/anime/39048/Aresuke
34249,Aqua Kids,"['Adventure', 'Kids']","Apr 1, 2004 to Sep 23, 2004",26,11556,5.23,https://myanimelist.net/anime/34249/Aqua_Kids
25089,Araiguma Rascal Specials,"['Slice of Life', 'Drama']","Dec 10, 2000 to Dec 17, 2000",2,11557,5.69,https://myanimelist.net/anime/25089/Araiguma_Rascal_Specials
36292,Apron Hero,"['Music', 'Kids']",1-Oct-95,1,11555,4.93,https://myanimelist.net/anime/36292/Apron_Hero
35171,Appare! Momotarou no Koutsuu Anzen,"['Fantasy', 'Kids']",Not available,1,11554,6.76,https://myanimelist.net/anime/35171/Appare_Momotarou_no_Koutsuu_Anzen
22851,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,"['Sports', 'Comedy']",15-Jun-96,1,11553,5.5,https://myanimelist.net/anime/22851/Apo_Apo_World__Giant_Baba_90-bun_1-hon_Shoubu
39410,AOTU Shijie 3,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']","Jan 25, 2019 to ?",,11552,7.89,https://myanimelist.net/anime/39410/AOTU_Shijie_3
29999,Aoki Uru: Overture,"['Military', 'Sci-Fi']",2015,1,11550,5.83,https://myanimelist.net/anime/29999/Aoki_Uru__Overture
36163,Aoi Triton,"['Fantasy', 'Shounen']",22-Mar-02,1,11549,5.48,https://myanimelist.net/anime/36163/Aoi_Triton
35031,Aoi Meno Ningyou Monogatari,"['Drama', 'Historical']",1996,1,11548,5.95,https://myanimelist.net/anime/35031/Aoi_Meno_Ningyou_Monogatari
35172,Anzen no Shiteiseki Child Seat,['Kids'],"Mar, 2007",1,11546,6,https://myanimelist.net/anime/35172/Anzen_no_Shiteiseki_Child_Seat
26285,Ao no Doumon,"['Kids', 'Samurai', 'Historical', 'Drama']",1999,1,11547,6.24,https://myanimelist.net/anime/26285/Ao_no_Doumon
35164,Anzen Kakunin: Kenta to Nyanta no Koutsuu Anzen,['Kids'],"Dec, 2007",1,11545,4.86,https://myanimelist.net/anime/35164/Anzen_Kakunin__Kenta_to_Nyanta_no_Koutsuu_Anzen
36161,"Annyeong, Jeonwoochi! Dosoolrobotdaegyeoljeon","['Sci-Fi', 'Kids', 'Martial Arts']",8-Oct-15,1,11543,5.7,https://myanimelist.net/anime/36161/Annyeong_Jeonwoochi_Dosoolrobotdaegyeoljeon
18821,Ano Yama ni Noborou yo,"['Adventure', 'Fantasy', 'Kids']",2003,1,11544,5.38,https://myanimelist.net/anime/18821/Ano_Yama_ni_Noborou_yo
36978,Annyeong Totobi,['Kids'],"Jul 20, 2011 to Sep 25, 2013",104,11542,4.54,https://myanimelist.net/anime/36978/Annyeong_Totobi
34236,Anime-ban Toukaidou Yotsuya Kaidan,"['Historical', 'Horror', 'Supernatural']",16-Aug-81,1,11541,5.4,https://myanimelist.net/anime/34236/Anime-ban_Toukaidou_Yotsuya_Kaidan
35576,Anime-ban Little★Nicky: Henachoko Akuma Nicky no NY Taikenki,['Comedy'],"Apr 9, 2001 to May 8, 2001",6,11540,5.4,https://myanimelist.net/anime/35576/Anime-ban_Little%E2%98%85Nicky__Henachoko_Akuma_Nicky_no_NY_Taikenki
5305,"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!","['Comedy', 'Ecchi', 'Fantasy', 'School']",1-Apr-09,1,5140,6.69,https://myanimelist.net/anime/5305/Koihime%E2%80%A0Musou__Gunyuu_Seitoukaichou_no_Za_wo_Neratte_Aiarasou_no_Koto_-_Ato_Porori_mo_Aru_yo
35048,Anime Tengu no Kakuresato,"['Demons', 'Kids']",2006,1,11539,5.8,https://myanimelist.net/anime/35048/Anime_Tengu_no_Kakuresato
148,Kita e.: Diamond Dust Drops,"['Drama', 'Romance', 'Slice of Life']","Jan 20, 2004 to Apr 5, 2004",12,5139,6.69,https://myanimelist.net/anime/148/Kita_e__Diamond_Dust_Drops
2243,Karasu Tengu Kabuto,"['Action', 'Adventure', 'Historical', 'Drama']","Jul 29, 1990 to Jun 30, 1991",39,5138,6.69,https://myanimelist.net/anime/2243/Karasu_Tengu_Kabuto
913,Kakutou Bijin Wulong,"['Action', 'Ecchi', 'Martial Arts']","Oct 10, 2005 to Mar 26, 2006",25,5137,6.69,https://myanimelist.net/anime/913/Kakutou_Bijin_Wulong
25063,Anime Roukyoku Kikou Shimizu no Jirochouden,"['Comedy', 'Historical', 'Drama']","Apr, 2000 to Nov, 2000",30,11538,5.33,https://myanimelist.net/anime/25063/Anime_Roukyoku_Kikou_Shimizu_no_Jirochouden
34194,Anime Hachiko Monogatari,['Kids'],1990,1,11536,7.25,https://myanimelist.net/anime/34194/Anime_Hachiko_Monogatari
3129,Kaibutsu-kun,"['Comedy', 'Horror']","Apr 21, 1968 to Mar 23, 1969",49,5136,6.69,https://myanimelist.net/anime/3129/Kaibutsu-kun
20237,Anime Document: München e no Michi,['Sports'],"Apr 23, 1972 to Aug 20, 1972",16,11534,6.3,https://myanimelist.net/anime/20237/Anime_Document__M%C3%BCnchen_e_no_Michi
33108,Anime Douyou,"['Music', 'Kids']",1988,30,11535,6.08,https://myanimelist.net/anime/33108/Anime_Douyou
26063,Kaibutsu Oujo Specials,"['Adventure', 'Comedy', 'Horror', 'Supernatural', 'Shounen']","Dec 9, 2010 to Oct 7, 2011",3,5135,6.69,https://myanimelist.net/anime/26063/Kaibutsu_Oujo_Specials
37047,Imouto sae Ireba Ii. (ONA) Specials,['Comedy'],"Jan 26, 2018 to Mar 23, 2018",2,5134,6.69,https://myanimelist.net/anime/37047/Imouto_sae_Ireba_Ii_ONA_Specials
39345,Anime de Tanoshiku Manabu Koutsuu Anzen: Tenshi no Kotencotenco,['Kids'],2006,1,11533,5.52,https://myanimelist.net/anime/39345/Anime_de_Tanoshiku_Manabu_Koutsuu_Anzen__Tenshi_no_Kotencotenco
5333,Ikkitousen: Great Guardians Specials,"['Comedy', 'Ecchi']","Sep 30, 2008 to Feb 25, 2009",6,5133,6.69,https://myanimelist.net/anime/5333/Ikkitousen__Great_Guardians_Specials
30914,Animax Taisou,"['Sports', 'Kids']","Aug 1, 2014 to Jul 31, 2015",30,11532,7.14,https://myanimelist.net/anime/30914/Animax_Taisou
637,Iketeru Futari,"['Comedy', 'Romance', 'Ecchi', 'School', 'Seinen']","Feb 2, 1999 to Feb 26, 1999",16,5132,6.69,https://myanimelist.net/anime/637/Iketeru_Futari
18819,Alice Tantei Kyoku,"['Mystery', 'Kids', 'Fantasy']","Apr 5, 1995 to Jan 21, 1997",56,11521,5.43,https://myanimelist.net/anime/18819/Alice_Tantei_Kyoku
35150,Alan-kun no Koutsuu Rule wo Mamorou ne!,"['Kids', 'Sci-Fi']",Not available,1,11520,5.14,https://myanimelist.net/anime/35150/Alan-kun_no_Koutsuu_Rule_wo_Mamorou_ne
30929,Aladdin to Mahou no Lamp no Koutsuu Anzen,"['Drama', 'Fantasy', 'Kids']",2011,1,11519,6.96,https://myanimelist.net/anime/30929/Aladdin_to_Mahou_no_Lamp_no_Koutsuu_Anzen
29843,Akuei to Gacchinpo: Tenkomori,"['Kids', 'Comedy']","Jan 7, 2005 to Mar 25, 2005",12,11517,5.03,https://myanimelist.net/anime/29843/Akuei_to_Gacchinpo__Tenkomori
33797,ID-0,"['Sci-Fi', 'Space', 'Mecha']","Apr 9, 2017 to Jun 25, 2017",12,5131,6.69,https://myanimelist.net/anime/33797/ID-0
15729,Hagure Yuusha no Aesthetica: Hajirai Ippai,"['Comedy', 'Ecchi']","Sep 26, 2012 to Feb 27, 2013",6,5130,6.69,https://myanimelist.net/anime/15729/Hagure_Yuusha_no_Aesthetica__Hajirai_Ippai
23779,Akuma to Himegimi,"['Comedy', 'Shoujo']",20-Mar-81,1,11518,4.86,https://myanimelist.net/anime/23779/Akuma_to_Himegimi
29889,Akuei to Gacchinpo Tenkomori: Maboroshi no Omake Episode,['Comedy'],27-Jul-05,1,11515,4.91,https://myanimelist.net/anime/29889/Akuei_to_Gacchinpo_Tenkomori__Maboroshi_no_Omake_Episode
34454,Granblue Fantasy,['Fantasy'],"Nov 8, 2013 to ?",,5129,6.69,https://myanimelist.net/anime/34454/Granblue_Fantasy
4486,Getter Robo G,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']","May 15, 1975 to Mar 25, 1976",39,5128,6.69,https://myanimelist.net/anime/4486/Getter_Robo_G
35227,Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,['Comedy'],"Mar 13, 2017 to Dec 30, 2017",27,11513,4.08,https://myanimelist.net/anime/35227/Akita_Kenritsu_Iburi_Gakkou_Chuutou-bu__Web-ban_Omake
37739,Future Card Shin Buddyfight,['Game'],"Jun 2, 2018 to Apr 27, 2019",47,5127,6.69,https://myanimelist.net/anime/37739/Future_Card_Shin_Buddyfight
5945,Element Hunters,"['Sci-Fi', 'Shounen']","Jul 4, 2009 to Mar 27, 2010",39,5126,6.69,https://myanimelist.net/anime/5945/Element_Hunters
35226,Akita Kenritsu Iburi Gakkou Chuutou-bu,['Comedy'],"Mar 14, 2017 to Dec 30, 2017",,11512,3.94,https://myanimelist.net/anime/35226/Akita_Kenritsu_Iburi_Gakkou_Chuutou-bu
34928,Akindo Sei no Little Peso,"['Sci-Fi', 'Comedy']","Apr 3, 2017 to Jun 19, 2017",12,11511,5.62,https://myanimelist.net/anime/34928/Akindo_Sei_no_Little_Peso
30926,Akazukin Chanto Manabou! Koutsuu Rule,"['Drama', 'Kids']",2014,1,11510,5.93,https://myanimelist.net/anime/30926/Akazukin_Chanto_Manabou_Koutsuu_Rule
40531,Akai Yama Aoi Yama Shiroi Yama,"['Kids', 'Music']",3-Oct-74,1,11509,5.22,https://myanimelist.net/anime/40531/Akai_Yama_Aoi_Yama_Shiroi_Yama
27557,Ajisai no Uta,"['Comedy', 'Historical', 'Drama']","Aug 19, 2004 to Jan 19, 2006",4,11506,6.02,https://myanimelist.net/anime/27557/Ajisai_no_Uta
39377,Aishiteru yo McCrea: McCrea no Koutsuu Anzen,['Kids'],1995,1,11505,6.67,https://myanimelist.net/anime/39377/Aishiteru_yo_McCrea__McCrea_no_Koutsuu_Anzen
36073,Aiseki Mogol Girl,['Comedy'],"Oct 3, 2017 to Dec 19, 2017",12,11504,4.73,https://myanimelist.net/anime/36073/Aiseki_Mogol_Girl
38365,Aigan Kaijuu,"['Comedy', 'Fantasy', 'Parody']","Oct 7, 2018 to ?",,11501,4.35,https://myanimelist.net/anime/38365/Aigan_Kaijuu
35722,Aesop Douwa,[],21-Nov-93,3,11498,6.04,https://myanimelist.net/anime/35722/Aesop_Douwa
23861,Ai no Kiseki: Doctor Norman Monogatari,"['Drama', 'Slice of Life']",24-Dec-82,1,11500,6.57,https://myanimelist.net/anime/23861/Ai_no_Kiseki__Doctor_Norman_Monogatari
39381,AEIOUdan: Douro no Tadashii Watari Kata,['Kids'],1991,1,11497,6,https://myanimelist.net/anime/39381/AEIOUdan__Douro_no_Tadashii_Watari_Kata
35212,Adauchi Karasu,[],20-Mar-34,1,11496,4.74,https://myanimelist.net/anime/35212/Adauchi_Karasu
37180,A Tang Qi Yu,"['Adventure', 'Comedy', 'Kids']",21-Jul-17,1,11494,6.35,https://myanimelist.net/anime/37180/A_Tang_Qi_Yu
40628,A Brightening Life,"['Drama', 'Music']",2010,1,11493,4.73,https://myanimelist.net/anime/40628/A_Brightening_Life
35745,40-shuunen da yo!! Coro Coro All-Star Shougakkou,"['Comedy', 'School']","Jul 15, 2017 to Nov 15, 2017",,11492,6.1,https://myanimelist.net/anime/35745/40-shuunen_da_yo_Coro_Coro_All-Star_Shougakkou
38869,4.Eyes Re-Mix 2005,['Dementia'],2005,1,11491,5.6,https://myanimelist.net/anime/38869/4Eyes_Re-Mix_2005
35242,21 Seiki wa Minna ga Shuyaku,['Drama'],2001,1,11490,6.95,https://myanimelist.net/anime/35242/21_Seiki_wa_Minna_ga_Shuyaku
38019,"15-sai, Kyou kara Dousei Hajimemasu.","['Drama', 'Romance', 'Shoujo']","Jun 8, 2018 to Jun 29, 2018",30,11489,6.48,https://myanimelist.net/anime/38019/15-sai_Kyou_kara_Dousei_Hajimemasu
38603,#Compass,['Game'],"Aug 22, 2018 to ?",,11486,5.5,https://myanimelist.net/anime/38603/Compass
35025,"""Eikou Naki Tensai-tachi"" Kara no Monogatari",['Sports'],"Mar 25, 2017 to May 28, 2017",2,11485,5.54,https://myanimelist.net/anime/35025/Eikou_Naki_Tensai-tachi_Kara_no_Monogatari
3287,Tenkuu Danzai Skelter+Heaven,"['Sci-Fi', 'Mecha']",8-Dec-04,1,11484,1.9,https://myanimelist.net/anime/3287/Tenkuu_Danzai_Skelter_Heaven
31634,Kokuhaku,['Horror'],27-Aug-15,1,11482,2.33,https://myanimelist.net/anime/31634/Kokuhaku
32894,Love Bites,['Horror'],6-Mar-16,1,11476,2.67,https://myanimelist.net/anime/32894/Love_Bites
7900,Super Child,"['Action', 'Sci-Fi', 'Adventure']",23-Jul-94,1,11474,2.84,https://myanimelist.net/anime/7900/Super_Child
16608,Shitcom,"['Comedy', 'Romance']",21-Sep-12,1,11473,2.84,https://myanimelist.net/anime/16608/Shitcom
6953,Ningen Doubutsuen,['Dementia'],1962,1,11475,2.75,https://myanimelist.net/anime/6953/Ningen_Doubutsuen
22177,Madonna (Movie),['Dementia'],2005,1,11472,3.04,https://myanimelist.net/anime/22177/Madonna_Movie
29617,Good-by Elvis and USA,"['Dementia', 'Music']",1971,1,11470,3.07,https://myanimelist.net/anime/29617/Good-by_Elvis_and_USA
22169,Fetish Doll,['Dementia'],2003,1,11471,3.04,https://myanimelist.net/anime/22169/Fetish_Doll
11897,Nendo no Tatakai,"['Action', 'Comedy']",28-Jan-04,1,11469,3.1,https://myanimelist.net/anime/11897/Nendo_no_Tatakai
1345,Soujuu Senshi Psychic Wars,"['Action', 'Super Power', 'Demons', 'Seinen']",22-Feb-91,1,11468,3.12,https://myanimelist.net/anime/1345/Soujuu_Senshi_Psychic_Wars
40052,Great Pretender,['Action'],"Jul 4, 2019 to ?",23,11467,3.17,https://myanimelist.net/anime/40052/Great_Pretender
31586,Mochibei,['Dementia'],2005,1,11466,3.18,https://myanimelist.net/anime/31586/Mochibei
2792,Panzer Dragoon,"['Adventure', 'Fantasy']",25-Oct-96,1,11464,3.2,https://myanimelist.net/anime/2792/Panzer_Dragoon
4712,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",24-Aug-07,1,5125,6.69,https://myanimelist.net/anime/4712/Digimon_Savers__Agumon_Gaomon_Lalamon_Bakuretsu_Jougai_Last_Battle
17092,Dallyeola Hani,['Sports'],"Aug 14, 1988 to Nov 20, 1988",13,5123,6.69,https://myanimelist.net/anime/17092/Dallyeola_Hani
1756,Di Gi Charat Natsuyasumi Special,['Comedy'],"Aug 2, 2001 to Aug 3, 2001",4,5124,6.69,https://myanimelist.net/anime/1756/Di_Gi_Charat_Natsuyasumi_Special
31636,Dagashi Kashi,"['Comedy', 'Shounen', 'Slice of Life']","Jan 8, 2016 to Apr 1, 2016",12,5122,6.69,https://myanimelist.net/anime/31636/Dagashi_Kashi
8123,Cooking Papa,"['Comedy', 'Slice of Life']","Apr 9, 1992 to May 25, 1995",151,5121,6.69,https://myanimelist.net/anime/8123/Cooking_Papa
1149,Choujuushin Gravion Zwei,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']","Jan 8, 2004 to Mar 25, 2004",12,5120,6.69,https://myanimelist.net/anime/1149/Choujuushin_Gravion_Zwei
9119,Chirorin Mura Monogatari,"['Kids', 'Slice of Life']","Apr 6, 1992 to Mar 19, 1993",170,5119,6.69,https://myanimelist.net/anime/9119/Chirorin_Mura_Monogatari
357,Bokusatsu Tenshi Dokuro-chan,"['Comedy', 'Ecchi', 'Magic']","Mar 13, 2005 to Sep 22, 2005",4,5118,6.69,https://myanimelist.net/anime/357/Bokusatsu_Tenshi_Dokuro-chan
20543,Bayonetta: Bloody Fate,"['Action', 'Demons', 'Fantasy', 'Super Power']",23-Nov-13,1,5117,6.69,https://myanimelist.net/anime/20543/Bayonetta__Bloody_Fate
9736,Astarotte no Omocha!,"['Comedy', 'Demons', 'Ecchi', 'Fantasy', 'Romance', 'Seinen']","Apr 11, 2011 to Jun 26, 2011",12,5115,6.69,https://myanimelist.net/anime/9736/Astarotte_no_Omocha
12745,Bari Bari Densetsu (1987),"['Action', 'Drama', 'Shounen', 'Sports']",1-Aug-87,1,5116,6.69,https://myanimelist.net/anime/12745/Bari_Bari_Densetsu_1987
37324,Youkai Watch: Shadow Side,"['Comedy', 'Demons', 'Kids', 'Supernatural']","Apr 13, 2018 to Mar 29, 2019",49,5111,6.7,https://myanimelist.net/anime/37324/Youkai_Watch__Shadow_Side
347,Wild Arms: Twilight Venom,"['Action', 'Sci-Fi', 'Adventure', 'Magic', 'Vampire', 'Fantasy']","Oct 18, 1999 to Mar 27, 2000",22,5110,6.7,https://myanimelist.net/anime/347/Wild_Arms__Twilight_Venom
3077,Warau Salesman,"['Comedy', 'Psychological', 'Supernatural', 'Drama', 'Seinen']","Oct 17, 1989 to Sep 29, 1992",103,5109,6.7,https://myanimelist.net/anime/3077/Warau_Salesman
29978,1,['Comedy'],7-Feb-13,1,11461,3.23,https://myanimelist.net/anime/29978/001
34223,Forest Fairy Five,"['Music', 'Comedy', 'Fantasy']","Jan 6, 2017 to Mar 31, 2017",13,11459,3.25,https://myanimelist.net/anime/34223/Forest_Fairy_Five
8689,Born by Myself,"['Dementia', 'Psychological']",2005,1,11458,3.27,https://myanimelist.net/anime/8689/Born_by_Myself
22161,Scrap Diary,['Dementia'],2002,1,11460,3.25,https://myanimelist.net/anime/22161/Scrap_Diary
11915,Within the Bloody Woods,['Horror'],"May 22, 2006 to Aug 5, 2006",2,11457,3.34,https://myanimelist.net/anime/11915/Within_the_Bloody_Woods
16604,Pinky,"['Comedy', 'Horror']",23-Mar-12,1,11455,3.35,https://myanimelist.net/anime/16604/Pinky
9342,Twinkle Nora Rock Me!,"['Action', 'Sci-Fi']",21-Nov-85,1,11454,3.37,https://myanimelist.net/anime/9342/Twinkle_Nora_Rock_Me
38980,I Like It,['Music'],26-Nov-18,1,11453,3.43,https://myanimelist.net/anime/38980/I_Like_It
16822,Uju Heukgisa,"['Action', 'Sci-Fi', 'Space']",1979,1,11456,3.34,https://myanimelist.net/anime/16822/Uju_Heukgisa
22181,Shunga,['Dementia'],2009,1,11452,3.44,https://myanimelist.net/anime/22181/Shunga
11689,CCW: Crazy Clay Wrestling,['Sports'],8-Dec-07,1,11451,3.44,https://myanimelist.net/anime/11689/CCW__Crazy_Clay_Wrestling
16602,Dead Girl Trailer,"['Horror', 'Parody', 'Supernatural', 'Thriller']",22-May-11,1,11450,3.45,https://myanimelist.net/anime/16602/Dead_Girl_Trailer
16606,C.L.A.Y.,['Horror'],27-May-12,1,11449,3.45,https://myanimelist.net/anime/16606/CLAY
33696,3D Onara Gorou ga Dance Dance Dance!!,"['Comedy', 'Music']",21-Apr-16,1,11448,3.45,https://myanimelist.net/anime/33696/3D_Onara_Gorou_ga_Dance_Dance_Dance
31688,Tama Gura Abayo: Moki Yumokyu Superdeluxe,"['Dementia', 'Music']",23-Apr-13,1,11446,3.48,https://myanimelist.net/anime/31688/Tama_Gura_Abayo__Moki_Yumokyu_Superdeluxe
22173,Yume 10 Yoru,['Dementia'],2004,1,11447,3.48,https://myanimelist.net/anime/22173/Yume_10_Yoru
7022,G-senjou no Higeki,"['Comedy', 'Dementia']",1969,1,11445,3.48,https://myanimelist.net/anime/7022/G-senjou_no_Higeki
28929,Vampire Holmes,"['Mystery', 'Comedy', 'Supernatural']","Apr 4, 2015 to Jun 20, 2015",12,11443,3.49,https://myanimelist.net/anime/28929/Vampire_Holmes
2776,Generation of Chaos,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Magic']",5-Sep-01,1,11442,3.5,https://myanimelist.net/anime/2776/Generation_of_Chaos
7617,Atelier Petros Joukuu Gekijou: Sentaku Shima no Sentaku Tori,"['Comedy', 'Fantasy']",2003,1,11444,3.48,https://myanimelist.net/anime/7617/Atelier_Petros_Joukuu_Gekijou__Sentaku_Shima_no_Sentaku_Tori
30665,4.Eyes,['Dementia'],1975,1,11440,3.5,https://myanimelist.net/anime/30665/4Eyes
4531,Dark Cat,"['Action', 'Super Power', 'Supernatural', 'Demons', 'Horror']",28-Nov-91,1,11439,3.51,https://myanimelist.net/anime/4531/Dark_Cat
16610,No Littering,"['Comedy', 'Horror']",26-Oct-12,1,11438,3.53,https://myanimelist.net/anime/16610/No_Littering
37448,Ladyspo,"['Action', 'Comedy', 'Sci-Fi']","Apr 10, 2018 to Jun 26, 2018",12,11437,3.53,https://myanimelist.net/anime/37448/Ladyspo
30668,Walking Man,['Dementia'],2002,1,11434,3.56,https://myanimelist.net/anime/30668/Walking_Man
29984,Crayon Angel,['Dementia'],1975,1,11433,3.58,https://myanimelist.net/anime/29984/Crayon_Angel
16436,Tenshi no Drop,"['Comedy', 'Ecchi', 'Shounen']",12-May-13,1,11432,3.59,https://myanimelist.net/anime/16436/Tenshi_no_Drop
29619,Good-by Marilyn,"['Dementia', 'Music']",1971,1,11431,3.59,https://myanimelist.net/anime/29619/Good-by_Marilyn
11357,Micro Teukgongdae Diatron 5,"['Action', 'Space', 'Mecha', 'Sci-Fi']",20-Jul-85,1,11435,3.54,https://myanimelist.net/anime/11357/Micro_Teukgongdae_Diatron_5
1822,The Hakkenden,"['Action', 'Adventure', 'Historical', 'Demons', 'Martial Arts', 'Samurai', 'Shounen']","Oct 25, 1990 to Mar 25, 1991",6,5107,6.7,https://myanimelist.net/anime/1822/The_Hakkenden
13679,Tottoko Hamtarou Hai!,"['Kids', 'Adventure']","Apr 5, 2006 to Mar 28, 2008",77,5108,6.7,https://myanimelist.net/anime/13679/Tottoko_Hamtarou_Hai
421,Stratos 4,"['Comedy', 'Military', 'Sci-Fi', 'Shounen']","Jan 5, 2003 to Mar 30, 2003",13,5106,6.7,https://myanimelist.net/anime/421/Stratos_4
2161,Skull Man,"['Action', 'Mystery', 'Super Power']","Apr 29, 2007 to Jul 22, 2007",13,5105,6.7,https://myanimelist.net/anime/2161/Skull_Man
7082,Shugo Chara! Party!,"['Comedy', 'Magic', 'School', 'Shoujo']","Oct 3, 2009 to Mar 27, 2010",25,5104,6.7,https://myanimelist.net/anime/7082/Shugo_Chara_Party
1771,Ring ni Kakero 1: Nichibei Kessen-hen,"['Action', 'Sports', 'Shounen']","Apr 6, 2006 to Jun 12, 2006",12,5101,6.7,https://myanimelist.net/anime/1771/Ring_ni_Kakero_1__Nichibei_Kessen-hen
36684,Shining☆Romance,['Music'],15-Nov-17,1,5103,6.7,https://myanimelist.net/anime/36684/Shining%E2%98%86Romance
38731,Diamond no Ace: Act II,"['Comedy', 'Sports', 'School', 'Shounen']","Apr 2, 2019 to ?",52,300,8.23,https://myanimelist.net/anime/38731/Diamond_no_Ace__Act_II
14515,Sasami-san@Ganbaranai,"['Comedy', 'Romance', 'Supernatural']","Jan 11, 2013 to Mar 29, 2013",12,5102,6.7,https://myanimelist.net/anime/14515/Sasami-sanGanbaranai
35821,Chio-chan no Tsuugakuro,"['Comedy', 'Seinen']","Jul 6, 2018 to Sep 21, 2018",12,1753,7.49,https://myanimelist.net/anime/35821/Chio-chan_no_Tsuugakuro
36946,Dragon Ball Super Movie: Broly,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Fantasy', 'Shounen']",14-Dec-18,1,296,8.24,https://myanimelist.net/anime/36946/Dragon_Ball_Super_Movie__Broly
34618,Blend S,"['Slice of Life', 'Comedy']","Oct 8, 2017 to Dec 24, 2017",12,1751,7.49,https://myanimelist.net/anime/34618/Blend_S
35459,Boku no Hero Academia: Training of the Dead,"['Action', 'Comedy', 'Super Power', 'School', 'Shounen']",2-Jun-17,1,1752,7.49,https://myanimelist.net/anime/35459/Boku_no_Hero_Academia__Training_of_the_Dead
1519,Black Lagoon: The Second Barrage,"['Action', 'Seinen']","Oct 3, 2006 to Dec 19, 2006",12,294,8.24,https://myanimelist.net/anime/1519/Black_Lagoon__The_Second_Barrage
11553,Toradora!: Bentou no Gokui,"['Slice of Life', 'Comedy', 'Romance', 'School']",21-Dec-11,1,1745,7.5,https://myanimelist.net/anime/11553/Toradora__Bentou_no_Gokui
31715,Working!!!: Lord of the Takanashi,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']",30-Mar-16,1,293,8.25,https://myanimelist.net/anime/31715/Working__Lord_of_the_Takanashi
1911,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,"['Comedy', 'Mecha', 'Shounen']",1-Oct-06,2,1744,7.5,https://myanimelist.net/anime/1911/Top_wo_Nerae___Top_wo_Nerae_2_Gattai_Movie
23327,Space☆Dandy 2nd Season,"['Space', 'Comedy', 'Sci-Fi']","Jul 6, 2014 to Sep 25, 2014",13,292,8.25,https://myanimelist.net/anime/23327/Space%E2%98%86Dandy_2nd_Season
3974,Tetsuwan Birdy Decode,"['Action', 'Sci-Fi', 'Comedy']","Jul 5, 2008 to Sep 27, 2008",13,1743,7.5,https://myanimelist.net/anime/3974/Tetsuwan_Birdy_Decode
2337,Tetsujin 28-gou (2004),"['Sci-Fi', 'Adventure', 'Historical', 'Drama', 'Mecha', 'Shounen']","Apr 8, 2004 to Sep 30, 2004",26,1742,7.5,https://myanimelist.net/anime/2337/Tetsujin_28-gou_2004
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,"['Comedy', 'School', 'Shounen', 'Slice of Life', 'Supernatural']",28-Dec-18,1,291,8.25,https://myanimelist.net/anime/38249/Saiki_Kusuo_no_%CE%A8-nan__Kanketsu-hen
36990,Non Non Biyori Movie: Vacation,"['Comedy', 'Slice of Life', 'Seinen']",25-Aug-18,1,290,8.25,https://myanimelist.net/anime/36990/Non_Non_Biyori_Movie__Vacation
696,Tenchi Muyou!,"['Comedy', 'Harem', 'Romance', 'Sci-Fi', 'Shounen', 'Space']","Apr 2, 1995 to Sep 24, 1995",26,1741,7.5,https://myanimelist.net/anime/696/Tenchi_Muyou
23317,Kuroshitsuji: Book of Murder,"['Action', 'Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Shounen']","Jan 28, 2015 to Feb 25, 2015",2,289,8.25,https://myanimelist.net/anime/23317/Kuroshitsuji__Book_of_Murder
39112,Kawaki wo Ameku,['Music'],29-Jan-19,1,288,8.25,https://myanimelist.net/anime/39112/Kawaki_wo_Ameku
121,Fullmetal Alchemist,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']","Oct 4, 2003 to Oct 2, 2004",51,287,8.25,https://myanimelist.net/anime/121/Fullmetal_Alchemist
5460,Detective Conan Movie 13: The Raven Chaser,"['Action', 'Police', 'Mystery', 'Shounen']",18-Apr-09,1,285,8.25,https://myanimelist.net/anime/5460/Detective_Conan_Movie_13__The_Raven_Chaser
