uid,title,genre,aired,episodes,ranked,score,link
21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode","['Comedy', 'Drama', 'Slice of Life']",7-Jun-14,1,1740,7.5,https://myanimelist.net/anime/21737/Tamayura__More_Aggressive_-_Tsuitachi_dake_no_Shuugakuryokou_Nanode
17605,Mr. Pen Pen II,"['Comedy', 'Kids', 'Shoujo']",29-Dec-86,1,298,8.24,https://myanimelist.net/anime/17605/Mr_Pen_Pen_II
1577,Taiho Shichau zo,"['Action', 'Comedy', 'Police', 'Seinen']","Sep 24, 1994 to Nov 25, 1995",4,1739,7.5,https://myanimelist.net/anime/1577/Taiho_Shichau_zo
6547,Angel Beats!,"['Action', 'Comedy', 'Drama', 'School', 'Supernatural']","Apr 3, 2010 to Jun 26, 2010",13,284,8.25,https://myanimelist.net/anime/6547/Angel_Beats
4155,One Piece Film: Strong World,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",12-Dec-09,1,283,8.26,https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World
1728,Super GALS! Kotobuki Ran,"['Comedy', 'Slice of Life', 'Shoujo']","Apr 1, 2001 to Mar 31, 2002",52,1738,7.5,https://myanimelist.net/anime/1728/Super_GALS_Kotobuki_Ran
9890,Major: Message,"['Comedy', 'Drama', 'Shounen', 'Sports']",17-Dec-10,1,282,8.26,https://myanimelist.net/anime/9890/Major__Message
34060,Dead World,['Horror'],16-Sep-16,1,11441,3.5,https://myanimelist.net/anime/34060/Dead_World
22255,Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,"['Dementia', 'Music']",1972,1,11436,3.53,https://myanimelist.net/anime/22255/Kanojo_no_Dokushinshatachi_ni_Yotte_Hadaka_ni_Sareta_Seifuku_no_Shojo_Kenkyuu
8235,Muumin (1972),"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']","Jan 9, 1972 to Dec 31, 1972",52,5095,6.7,https://myanimelist.net/anime/8235/Muumin_1972
37487,Muhyo to Rouji no Mahouritsu Soudan Jimusho,"['Action', 'Comedy', 'Mystery', 'Shounen', 'Supernatural']","Aug 3, 2018 to Oct 19, 2018",12,5093,6.7,https://myanimelist.net/anime/37487/Muhyo_to_Rouji_no_Mahouritsu_Soudan_Jimusho
2603,Mushi-Uta,"['Action', 'Sci-Fi', 'Fantasy']","Jul 6, 2007 to Oct 5, 2007",12,5094,6.7,https://myanimelist.net/anime/2603/Mushi-Uta
1204,Kujira no Chouyaku,"['Drama', 'Fantasy', 'Kids']",14-Nov-98,1,5091,6.7,https://myanimelist.net/anime/1204/Kujira_no_Chouyaku
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,"['Adventure', 'Comedy', 'Magic', 'Shounen', 'Supernatural']",2006,1,5090,6.7,https://myanimelist.net/anime/10732/Konjiki_no_Gash_Bell__Hashire_Gash_Ubawareta_Umagon
6297,Kamen Rider Den-O: Imagin Anime 2,"['Action', 'Adventure', 'Comedy', 'Kids', 'Super Power']",22-Nov-08,12,5088,6.7,https://myanimelist.net/anime/6297/Kamen_Rider_Den-O__Imagin_Anime_2
37710,IDOLiSH7 Tokubetsu Bangumi: Kimi to Furikaeranaito!,['Music'],1-Apr-18,1,5085,6.7,https://myanimelist.net/anime/37710/IDOLiSH7_Tokubetsu_Bangumi__Kimi_to_Furikaeranaito
33129,Joker Game: Kuroneko Yoru no Bouken,"['Military', 'Historical', 'Drama']","Jul 27, 2016 to Sep 28, 2016",2,5087,6.7,https://myanimelist.net/anime/33129/Joker_Game__Kuroneko_Yoru_no_Bouken
3394,Kimagure Orange☆Road: Shounen Jump Special,"['Romance', 'Drama', 'Shounen']",23-Nov-85,1,5089,6.7,https://myanimelist.net/anime/3394/Kimagure_Orange%E2%98%86Road__Shounen_Jump_Special
9362,Hyakka Ryouran: Samurai Girls Specials,['Ecchi'],"Nov 25, 2010 to Apr 27, 2011",6,5084,6.7,https://myanimelist.net/anime/9362/Hyakka_Ryouran__Samurai_Girls_Specials
9957,Hoshizora no Violin,"['Historical', 'Slice of Life']",1994,1,5083,6.7,https://myanimelist.net/anime/9957/Hoshizora_no_Violin
5962,Metal Fight Beyblade,"['Adventure', 'Comedy', 'Sports']","Apr 5, 2009 to Mar 28, 2010",51,5092,6.7,https://myanimelist.net/anime/5962/Metal_Fight_Beyblade
1181,Hikyou Tanken Fam & Ihrlie,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic']","Jun 25, 1995 to Feb 25, 1996",4,5082,6.7,https://myanimelist.net/anime/1181/Hikyou_Tanken_Fam___Ihrlie
40154,Hero Mask (2019),"['Action', 'Sci-Fi', 'Mystery', 'Police']",23-Aug-19,9,5081,6.7,https://myanimelist.net/anime/40154/Hero_Mask_2019
34412,Hashiri Hajimeta bakari no Kimi ni,['Music'],7-Dec-16,1,5080,6.7,https://myanimelist.net/anime/34412/Hashiri_Hajimeta_bakari_no_Kimi_ni
259,Happy☆Lesson,"['Comedy', 'Harem', 'Romance', 'School']","Jul 19, 2001 to May 23, 2003",5,5079,6.7,https://myanimelist.net/anime/259/Happy%E2%98%86Lesson
6735,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,"['Sci-Fi', 'Space']",2-Oct-80,1,5077,6.7,https://myanimelist.net/anime/6735/Ginga_Tetsudou_999__Kimi_wa_Haha_no_You_ni_Aiseru_ka
32511,Girls & Panzer: Nihon Senshadou Renmei News,['Comedy'],21-Jun-13,2,5078,6.7,https://myanimelist.net/anime/32511/Girls___Panzer__Nihon_Senshadou_Renmei_News
1581,Gift: Eternal Rainbow,"['Comedy', 'Drama', 'Harem', 'Magic', 'Romance', 'School']","Oct 6, 2006 to Dec 22, 2006",12,5076,6.7,https://myanimelist.net/anime/1581/Gift__Eternal_Rainbow
8187,Fumiko no Kokuhaku,['Comedy'],8-Nov-09,1,5074,6.7,https://myanimelist.net/anime/8187/Fumiko_no_Kokuhaku
10882,Ghost Messenger,"['Action', 'Supernatural']","Dec 21, 2010 to Aug 19, 2014",6,5075,6.7,https://myanimelist.net/anime/10882/Ghost_Messenger
1194,Coyote Ragtime Show,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']","Jul 4, 2006 to Sep 19, 2006",12,5072,6.7,https://myanimelist.net/anime/1194/Coyote_Ragtime_Show
63,DearS,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'Shounen']","Jul 11, 2004 to Sep 26, 2004",12,5073,6.7,https://myanimelist.net/anime/63/DearS
31456,Code:Realize - Sousei no Himegimi,"['Military', 'Historical', 'Romance', 'Fantasy', 'Josei']","Oct 7, 2017 to Dec 23, 2017",12,5071,6.7,https://myanimelist.net/anime/31456/Code_Realize_-_Sousei_no_Himegimi
22745,Brothers Conflict: Setsubou,"['Harem', 'Romance', 'Shoujo']",26-Feb-14,1,5070,6.7,https://myanimelist.net/anime/22745/Brothers_Conflict__Setsubou
37589,Ano Hi no Kanojo-tachi,['Slice of Life'],"Mar 24, 2018 to ?",,5069,6.7,https://myanimelist.net/anime/37589/Ano_Hi_no_Kanojo-tachi
8436,Animentary: Ketsudan,"['Historical', 'Military']","Apr 3, 1971 to Sep 25, 1971",26,5068,6.7,https://myanimelist.net/anime/8436/Animentary__Ketsudan
30860,Koumon-teki Juuku Ketsujiru Juke,"['Music', 'Comedy', 'Dementia']",23-Apr-13,1,11462,3.23,https://myanimelist.net/anime/30860/Koumon-teki_Juuku_Ketsujiru_Juke
11883,Nendo no Tatakai 2,"['Action', 'Comedy']",21-Jan-04,1,11463,3.21,https://myanimelist.net/anime/11883/Nendo_no_Tatakai_2
31686,Shigeru,"['Comedy', 'Dementia']",14-Jun-14,1,11465,3.19,https://myanimelist.net/anime/31686/Shigeru
413,Hametsu no Mars,"['Sci-Fi', 'Horror']",6-Jul-05,1,11481,2.33,https://myanimelist.net/anime/413/Hametsu_no_Mars
13405,Utsu Musume Sayuri,"['Comedy', 'Dementia']",2003,1,11483,2.07,https://myanimelist.net/anime/13405/Utsu_Musume_Sayuri
2688,Akai Koudan Zillion,"['Action', 'Military', 'Sci-Fi', 'Adventure']","Apr 12, 1987 to Dec 13, 1987",31,5067,6.7,https://myanimelist.net/anime/2688/Akai_Koudan_Zillion
8950,Akage no Anne: Green Gables e no Michi,"['Adventure', 'Slice of Life', 'Historical', 'Shoujo']",17-Jul-10,1,5066,6.7,https://myanimelist.net/anime/8950/Akage_no_Anne__Green_Gables_e_no_Michi
6964,Yuu☆Yuu☆Hakusho Picture Drama,"['Action', 'Martial Arts', 'Comedy', 'Demons', 'Shounen']",27-Oct-09,1,5065,6.71,https://myanimelist.net/anime/6964/Yuu%E2%98%86Yuu%E2%98%86Hakusho_Picture_Drama
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,"['Adventure', 'Fantasy', 'Magic', 'Demons', 'Drama']","Dec 16, 1992 to Jul 21, 1993",4,5064,6.71,https://myanimelist.net/anime/1277/Ys__Tenkuu_no_Shinden_-_Adol_Christine_no_Bouken
3069,Yamato yo Towa ni,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama']",2-Aug-80,1,5063,6.71,https://myanimelist.net/anime/3069/Yamato_yo_Towa_ni
928,Transformers Galaxy Force,"['Sci-Fi', 'Adventure', 'Mecha', 'Shounen']","Jan 8, 2005 to Dec 31, 2005",52,5061,6.71,https://myanimelist.net/anime/928/Transformers_Galaxy_Force
473,Tide-Line Blue,"['Action', 'Military', 'Adventure', 'Drama', 'Shounen']","Jul 7, 2005 to Sep 29, 2005",12,5060,6.71,https://myanimelist.net/anime/473/Tide-Line_Blue
8754,Tales of the Abyss Special Fan Disc,"['Comedy', 'Slice of Life']",22-Dec-09,2,5059,6.7,https://myanimelist.net/anime/8754/Tales_of_the_Abyss_Special_Fan_Disc
30088,Ryoutei no Aji,['Slice of Life'],"Mar 28, 2014 to ?",,5057,6.71,https://myanimelist.net/anime/30088/Ryoutei_no_Aji
26019,Rokujouma no Shinryakusha!?,"['Comedy', 'Supernatural', 'Romance', 'School']","Jun, 2010",1,5056,6.71,https://myanimelist.net/anime/26019/Rokujouma_no_Shinryakusha
33142,Re:Zero kara Hajimeru Break Time,"['Adventure', 'Comedy', 'Fantasy', 'Parody']","Apr 8, 2016 to Jun 17, 2016",11,5055,6.71,https://myanimelist.net/anime/33142/Re_Zero_kara_Hajimeru_Break_Time
919,Ray The Animation,"['Drama', 'Romance', 'Sci-Fi']","Apr 5, 2006 to Jun 28, 2006",13,5054,6.71,https://myanimelist.net/anime/919/Ray_The_Animation
25857,PriPara Movie: Mi~nna Atsumare! Prism☆Tours,"['Music', 'Shoujo']",7-Mar-15,1,5052,6.71,https://myanimelist.net/anime/25857/PriPara_Movie__Minna_Atsumare_Prism%E2%98%86Tours
8230,True Tears Epilogue,"['Romance', 'Music', 'Drama']",26-Mar-10,1,5062,6.71,https://myanimelist.net/anime/8230/True_Tears_Epilogue
5865,Nanaka 6/17 Special,"['Comedy', 'Drama', 'Romance', 'Shounen', 'Slice of Life']",17-Jun-03,1,5051,6.71,https://myanimelist.net/anime/5865/Nanaka_6_17_Special
1881,Sasami: Mahou Shoujo Club,"['Fantasy', 'Magic', 'School']","Apr 13, 2006 to Jul 13, 2006",13,5058,6.71,https://myanimelist.net/anime/1881/Sasami__Mahou_Shoujo_Club
23871,Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,"['Comedy', 'Music', 'Slice of Life']",27-Mar-14,1,5053,6.71,https://myanimelist.net/anime/23871/Puchimas__Petit_Petit_iDOLMSTER_-_Fuyu%E2%86%92Kotatsu%E2%86%90Haru
1109,Monster Extra: Hottan,"['Drama', 'Horror', 'Mystery', 'Seinen']",21-Sep-04,1,5049,6.71,https://myanimelist.net/anime/1109/Monster_Extra__Hottan
2613,Mirai Shounen Conan 2: Taiga Daibouken,"['Adventure', 'Drama', 'Sci-Fi']","Oct 16, 1999 to Apr 1, 2000",24,5047,6.71,https://myanimelist.net/anime/2613/Mirai_Shounen_Conan_2__Taiga_Daibouken
9581,MM! Specials,"['Comedy', 'Ecchi', 'School']","Dec 22, 2010 to May 25, 2011",9,5048,6.71,https://myanimelist.net/anime/9581/MM_Specials
4052,Medarot Damashii,"['Action', 'Sci-Fi', 'Adventure']","Jul 7, 2000 to Mar 30, 2001",39,5046,6.71,https://myanimelist.net/anime/4052/Medarot_Damashii
5274,Magical★Taruruuto-kun,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'School']","Sep 9, 1990 to May 10, 1992",87,5045,6.71,https://myanimelist.net/anime/5274/Magical%E2%98%85Taruruuto-kun
40291,Lost One no Goukoku wo Utattemita,['Music'],12-Aug-19,1,5044,6.71,https://myanimelist.net/anime/40291/Lost_One_no_Goukoku_wo_Utattemita
1660,Kurogane Communication,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","Oct 5, 1998 to Mar 29, 1999",24,5043,6.71,https://myanimelist.net/anime/1660/Kurogane_Communication
34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,"['Sci-Fi', 'Drama']","Apr 2, 2019 to Oct 1, 2019",26,5042,6.71,https://myanimelist.net/anime/34620/Kono_Yo_no_Hate_de_Koi_wo_Utau_Shoujo_YU-NO
13367,"Kono Naka ni Hitori, Imouto ga Iru!","['Comedy', 'Ecchi', 'Harem', 'Mystery', 'Romance', 'School']","Jul 6, 2012 to Sep 28, 2012",12,5041,6.71,https://myanimelist.net/anime/13367/Kono_Naka_ni_Hitori_Imouto_ga_Iru
36519,Koikishi Purely☆Kiss The Animation: Special Edition,['Romance'],30-Jun-17,1,5040,6.71,https://myanimelist.net/anime/36519/Koikishi_Purely%E2%98%86Kiss_The_Animation__Special_Edition
2704,Kaiketsu Jouki Tanteidan,"['Action', 'Mecha', 'Mystery', 'Police']","Oct 7, 1998 to Mar 31, 1999",26,5038,6.71,https://myanimelist.net/anime/2704/Kaiketsu_Jouki_Tanteidan
635,Juubee-chan: Lovely Gantai no Himitsu,"['Action', 'Adventure', 'Comedy', 'Drama', 'Shounen']","Apr 6, 1999 to Jun 29, 1999",13,5037,6.71,https://myanimelist.net/anime/635/Juubee-chan__Lovely_Gantai_no_Himitsu
26183,Ikkitousen: Extravaganza Epoch,"['Action', 'Ecchi', 'Martial Arts', 'School', 'Seinen', 'Super Power']","Dec 21, 2014 to Dec 28, 2014",2,5036,6.71,https://myanimelist.net/anime/26183/Ikkitousen__Extravaganza_Epoch
2831,Ie Naki Ko (Movie),"['Slice of Life', 'Adventure', 'Drama']",15-Mar-80,1,5035,6.71,https://myanimelist.net/anime/2831/Ie_Naki_Ko_Movie
9095,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,"['Adventure', 'Historical']",19-Oct-87,1,5033,6.71,https://myanimelist.net/anime/9095/Hitomi_no_Naka_no_Shounen__Juugo_Shounen_Hyouryuuki
7109,Gyouten Ningen Batsealer,"['Action', 'Adventure', 'Fantasy', 'Magic']","Apr 7, 2001 to Mar 30, 2002",52,5032,6.71,https://myanimelist.net/anime/7109/Gyouten_Ningen_Batsealer
6069,Gregory Horror Show,"['Mystery', 'Comedy', 'Horror', 'Demons', 'Supernatural', 'Vampire']","Oct, 1999 to Jun, 2001",25,5031,6.71,https://myanimelist.net/anime/6069/Gregory_Horror_Show
385,Gilgamesh,"['Drama', 'Fantasy', 'Sci-Fi', 'Supernatural']","Nov 2, 2003 to Mar 18, 2004",26,5030,6.71,https://myanimelist.net/anime/385/Gilgamesh
37611,Future Card Buddyfight Battsu: All-Star Fight,['Game'],"Apr 7, 2018 to May 26, 2018",8,5029,6.71,https://myanimelist.net/anime/37611/Future_Card_Buddyfight_Battsu__All-Star_Fight
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,['Comedy'],"Mar 7, 2012 to Sep 19, 2012",6,5028,6.71,https://myanimelist.net/anime/13263/Fate_Zero__Onegai_Einzbern_Soudanshitsu
2596,Shinreigari,"['Sci-Fi', 'Mystery', 'Psychological', 'Supernatural']","Oct 18, 2007 to Apr 4, 2008",22,1737,7.5,https://myanimelist.net/anime/2596/Shinreigari
21573,Senki Zesshou Symphogear GX,"['Action', 'Music', 'Sci-Fi']","Jul 4, 2015 to Sep 26, 2015",13,1736,7.5,https://myanimelist.net/anime/21573/Senki_Zesshou_Symphogear_GX
64,Rozen Maiden,"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']","Oct 8, 2004 to Dec 24, 2004",12,1735,7.5,https://myanimelist.net/anime/64/Rozen_Maiden
490,Paniponi Dash!,"['Comedy', 'Parody', 'School']","Jul 4, 2005 to Dec 26, 2005",26,1734,7.5,https://myanimelist.net/anime/490/Paniponi_Dash
34134,One Punch Man 2nd Season,"['Action', 'Comedy', 'Parody', 'Sci-Fi', 'Seinen', 'Super Power', 'Supernatural']","Apr 10, 2019 to Jul 3, 2019",12,1732,7.5,https://myanimelist.net/anime/34134/One_Punch_Man_2nd_Season
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"['Slice of Life', 'Comedy']","Feb 22, 2011 to May 31, 2011",4,1733,7.5,https://myanimelist.net/anime/10020/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai_Specials
32566,Noblesse: Pamyeol-ui Sijak,"['Action', 'Adventure', 'Supernatural']",4-Dec-15,1,1731,7.5,https://myanimelist.net/anime/32566/Noblesse__Pamyeol-ui_Sijak
31,Neon Genesis Evangelion: Death & Rebirth,"['Drama', 'Mecha', 'Psychological', 'Sci-Fi']",15-Mar-97,1,1730,7.5,https://myanimelist.net/anime/31/Neon_Genesis_Evangelion__Death___Rebirth
12053,Mardock Scramble: The Third Exhaust,"['Action', 'Psychological', 'Sci-Fi']",29-Sep-12,1,1727,7.5,https://myanimelist.net/anime/12053/Mardock_Scramble__The_Third_Exhaust
9834,Level E,"['Sci-Fi', 'Comedy', 'Shounen']","Jan 11, 2011 to Apr 5, 2011",13,1726,7.49,https://myanimelist.net/anime/9834/Level_E
38594,"Kimi to, Nami ni Noretara","['Comedy', 'Drama', 'Fantasy', 'Romance']",21-Jun-19,1,1725,7.5,https://myanimelist.net/anime/38594/Kimi_to_Nami_ni_Noretara
5228,Initial D Extra Stage 2,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",3-Oct-08,1,1724,7.5,https://myanimelist.net/anime/5228/Initial_D_Extra_Stage_2
39114,Hollowness,['Music'],3-Aug-18,1,1723,7.5,https://myanimelist.net/anime/39114/Hollowness
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,"['Action', 'Adventure', 'Martial Arts']",11-Mar-06,1,1722,7.5,https://myanimelist.net/anime/1773/Hokuto_no_Ken__Raoh_Gaiden_Junai-hen
3652,Higurashi no Naku Koro ni Rei,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Thriller']","Feb 25, 2009 to Aug 21, 2009",5,1721,7.5,https://myanimelist.net/anime/3652/Higurashi_no_Naku_Koro_ni_Rei
10036,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,"['Sci-Fi', 'Music', 'Drama', 'Romance', 'Shoujo']",24-Oct-01,1,5025,6.71,https://myanimelist.net/anime/10036/Boku_no_Chikyuu_wo_Mamotte__Kiniro_no_Toki_Nagarete
7805,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,"['Comedy', 'Romance']","Dec, 2009",1,5024,6.71,https://myanimelist.net/anime/7805/Baka_to_Test_to_Shoukanjuu__Mondai_-_Christmas_ni_Tsuite_Kotae_Nasai
36455,Wo De Tian Jie Nv You,"['Adventure', 'Super Power', 'Supernatural', 'Romance', 'Fantasy']","Sep 20, 2017 to Jan 4, 2018",15,5020,6.72,https://myanimelist.net/anime/36455/Wo_De_Tian_Jie_Nv_You
2387,Ai Monogatari: 9 Love Stories,"['Drama', 'Romance']",2-Apr-93,1,5021,6.71,https://myanimelist.net/anime/2387/Ai_Monogatari__9_Love_Stories
33811,Teekyuu 8,"['Comedy', 'Sports', 'Shounen']","Oct 5, 2016 to Dec 21, 2016",12,5017,6.72,https://myanimelist.net/anime/33811/Teekyuu_8
10702,Tekken: Blood Vengeance,"['Action', 'Fantasy', 'Martial Arts', 'Sci-Fi', 'Supernatural']",26-Jul-11,1,5018,6.72,https://myanimelist.net/anime/10702/Tekken__Blood_Vengeance
3024,Ribbon no Kishi,"['Action', 'Mystery', 'Romance', 'Fantasy', 'Shoujo']","Apr 2, 1967 to Apr 7, 1968",52,5014,6.72,https://myanimelist.net/anime/3024/Ribbon_no_Kishi
4508,D.C.S.S: Da Capo Second Season Omake,"['Comedy', 'Harem', 'Romance']","Oct 5, 2005 to Apr 5, 2006",7,5026,6.71,https://myanimelist.net/anime/4508/DCSS__Da_Capo_Second_Season_Omake
11083,Nurarihyon no Mago: Sennen Makyou Recaps,"['Action', 'Demons', 'Shounen', 'Supernatural']","Sep 25, 2011 to Dec 25, 2011",2,5013,6.72,https://myanimelist.net/anime/11083/Nurarihyon_no_Mago__Sennen_Makyou_Recaps
21879,Sword Art Online: Sword Art Offline - Extra Edition,['Comedy'],23-Apr-14,1,5016,6.72,https://myanimelist.net/anime/21879/Sword_Art_Online__Sword_Art_Offline_-_Extra_Edition
32633,Nowisee,['Music'],"Aug 8, 2015 to Jul 8, 2017",24,5012,6.72,https://myanimelist.net/anime/32633/Nowisee
11615,Morita-san wa Mukuchi. 2,"['Comedy', 'School', 'Slice of Life']","Oct 5, 2011 to Dec 28, 2011",13,5011,6.72,https://myanimelist.net/anime/11615/Morita-san_wa_Mukuchi_2
23627,Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,"['Comedy', 'Parody']","Apr 5, 2014 to Jun 28, 2014",13,5022,6.71,https://myanimelist.net/anime/23627/Aoki_Hagane_no_Arpeggio__Ars_Nova_-_Kirikumas
38022,Monster Strike The Animation,"['Action', 'Game', 'Fantasy']","Jul 8, 2018 to Dec 31, 2019",63,5010,6.73,https://myanimelist.net/anime/38022/Monster_Strike_The_Animation
9040,Mokei Senshi Gunpla Builders Beginning G,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']","Aug 15, 2010 to Dec 19, 2010",3,5009,6.72,https://myanimelist.net/anime/9040/Mokei_Senshi_Gunpla_Builders_Beginning_G
17655,Mobile Suit Gundam AGE: Memory of Eden,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Drama']",26-Jul-13,2,5007,6.72,https://myanimelist.net/anime/17655/Mobile_Suit_Gundam_AGE__Memory_of_Eden
86,Mobile Suit Gundam ZZ,"['Space', 'Comedy', 'Mecha', 'Military', 'Drama', 'Sci-Fi']","Mar 1, 1986 to Jan 31, 1987",47,5008,6.72,https://myanimelist.net/anime/86/Mobile_Suit_Gundam_ZZ
40176,Miru Tights: Cosplay Satsuei Tights,"['Ecchi', 'School']",23-Aug-19,1,5006,6.72,https://myanimelist.net/anime/40176/Miru_Tights__Cosplay_Satsuei_Tights
9335,Megane na Kanojo,"['Comedy', 'Romance', 'School', 'Shounen']",25-Nov-10,4,5005,6.71,https://myanimelist.net/anime/9335/Megane_na_Kanojo
1161,Maze☆Bakunetsu Jikuu (TV),"['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']","Apr 3, 1997 to Sep 25, 1997",25,5004,6.72,https://myanimelist.net/anime/1161/Maze%E2%98%86Bakunetsu_Jikuu_TV
2457,Majokko Tsukune-chan,"['Comedy', 'Magic', 'Seinen']","Aug 24, 2005 to Jan 25, 2006",6,5003,6.72,https://myanimelist.net/anime/2457/Majokko_Tsukune-chan
1445,Mach GoGoGo,"['Adventure', 'Cars', 'Sports', 'Shounen']","Apr 2, 1967 to Mar 31, 1968",52,5002,6.72,https://myanimelist.net/anime/1445/Mach_GoGoGo
32031,Leopard Eyes,['Music'],15-Dec-15,1,5001,6.72,https://myanimelist.net/anime/32031/Leopard_Eyes
1544,Super Robot Taisen OG The Animation,"['Mecha', 'Sci-Fi', 'Shounen', 'Space']","May 27, 2005 to Dec 23, 2005",3,5015,6.72,https://myanimelist.net/anime/1544/Super_Robot_Taisen_OG_The_Animation
35677,Liz to Aoi Tori,"['Drama', 'Music', 'School']",21-Apr-18,1,280,8.26,https://myanimelist.net/anime/35677/Liz_to_Aoi_Tori
30298,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,"['Magic', 'Shoujo']",Not available,3,281,8.26,https://myanimelist.net/anime/30298/Mahou_no_Princess_Minky_Momo__Yume_wo_Dakishimete_Specials
14853,Tsukumo,"['Supernatural', 'Historical']",4-Jun-12,1,5019,6.72,https://myanimelist.net/anime/14853/Tsukumo
30953,Arslan Senki (TV): 4-koma Gekijou,['Comedy'],"Jul 23, 2015 to Feb 24, 2016",8,5023,6.71,https://myanimelist.net/anime/30953/Arslan_Senki_TV__4-koma_Gekijou
1604,Katekyo Hitman Reborn!,"['Action', 'Comedy', 'Shounen', 'Super Power']","Oct 7, 2006 to Sep 25, 2010",203,278,8.26,https://myanimelist.net/anime/1604/Katekyo_Hitman_Reborn
22145,Kuroshitsuji: Book of Circus,"['Action', 'Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Shounen']","Jul 11, 2014 to Sep 12, 2014",10,279,8.26,https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus
39198,Kanata no Astra,"['Sci-Fi', 'Adventure', 'Space', 'Shounen']","Jul 3, 2019 to Sep 18, 2019",12,277,8.26,https://myanimelist.net/anime/39198/Kanata_no_Astra
22507,Initial D Final Stage,"['Sports', 'Cars', 'Seinen']","May 16, 2014 to Jun 22, 2014",4,276,8.26,https://myanimelist.net/anime/22507/Initial_D_Final_Stage
138,Hunter x Hunter: Greed Island,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']","Feb 5, 2003 to Apr 16, 2003",8,275,8.26,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island
35628,Honoo no Alpenrose: Ai no Symphony Ongaku-hen,"['Drama', 'Historical', 'Music', 'Romance', 'Shoujo']",Not available,1,274,8.26,https://myanimelist.net/anime/35628/Honoo_no_Alpenrose__Ai_no_Symphony_Ongaku-hen
